item_id,text,language,gold_label,scenario_id,split
kw-000803,Nababara ku rutugu kuva natangira gusiga amarangi ku gisenge.,kinyarwanda,ROUTINE,s79a78b86cf71,train
kw-000805,Hagati y'intoki harandya cyane.,kinyarwanda,ROUTINE,sab989a2e5420,train
kw-000806,Naguye ku ngazi maze nkandagira cyane ku birenge.,kinyarwanda,URGENT,sbe23e1d24dd1,train
kw-000807,Umukozi w'ubuzima wo mu mudugudu yapimye ukuboko k'umwana.,kinyarwanda,ROUTINE,sa99daeaf787f,train
kw-000808,Mbona amaraso mu nkari ariko nta bubabare numva.,kinyarwanda,URGENT,s94aad2d5a0e4,train
kw-000809,Umutwe wanjye wahise undya cyane nk'aho nakubiswe.,kinyarwanda,CRITICAL,s9f60a72196d0,train
kw-000811,"Amaguru ku nkondo arabyimba nimugoroba, ariko mu gitondo bikaba byagabanutse.",kinyarwanda,ROUTINE,sc05877806314,train
kw-000812,Naje kubaza ku kuboneza urubyaro kandi sinshaka uburyo bwatuma imihango ihagarara.,kinyarwanda,ROUTINE,s684526ed42b2,train
kw-000813,Umwana arakorora cyane kugeza arutse.,kinyarwanda,URGENT,s346e6da86461,train
kw-000816,Nahagaritse urushinge rwo kuboneza urubyaro kandi kuva icyo gihe sinongeye kuva amaraso y'imihango.,kinyarwanda,ROUTINE,s4ddac480db49,train
kw-000818,Umwana afite umuriro kandi utubyimba twatangiriye mu maso.,kinyarwanda,URGENT,sf8d86d282ad1,train
kw-000823,Nkora nijoro kandi ku manywa sinshobora gusinzira.,kinyarwanda,ROUTINE,s4a5c74178cbd,train
kw-000824,Umugabo wanjye ntiyemera ko nkoresha uburyo bwo kuboneza urubyaro.,kinyarwanda,ROUTINE,s714f2ab6da3b,train
kw-000825,"Nahiye mu cyumweru gishize, igisebe kiracyava kandi cyatangiye kunuka.",kinyarwanda,URGENT,s8b8655947a80,train
kw-000826,Umugongo warandemereye nkiri guterura ikintu kandi ubu sinshobora guhagarara ngororotse.,kinyarwanda,URGENT,sa6dc9faa3a03,train
kw-000828,Umwana ari gusohora inzoka mu musarani.,kinyarwanda,ROUTINE,s8a390cdf332c,train
kw-000829,Mfite kubyimba mu rwabya kandi kurushaho kuboneka iyo nkorora.,kinyarwanda,ROUTINE,s139b7c69d4d3,train
kw-000831,Ugutwi kurandya kuva nakubiswe urushyi.,kinyarwanda,URGENT,s4b614b50a0f7,train
kw-000832,Ndimo kunanuka kandi ndya nk'uko bisanzwe.,kinyarwanda,URGENT,se66e643344aa,train
kw-000834,Imiti narayirangije kandi kwa muganga nta yindi bari bafite.,kinyarwanda,ROUTINE,sb9bba49922eb,train
kw-000835,Natangiye kuruka kuva natangira gufata imiti ya malariya.,kinyarwanda,URGENT,s0ffb072827ff,train
kw-000836,Mfite inda y'amezi icyenda ariko uyu munsi sinumva umwana yinyeganyeza.,kinyarwanda,URGENT,sb527cd3b1164,train
kw-000838,Umwana ahora arira kandi ntashaka kwicara.,kinyarwanda,URGENT,s2752afcc66fc,train
kw-000841,Umwana yagize umuriro nyuma yo gukingirwa. Ese ni ibisanzwe?,kinyarwanda,ROUTINE,s59bad7683dc7,train
kw-000843,Mfite akabyimba mu kwaha ariko ntikandya.,kinyarwanda,URGENT,s72deefedef70,train
kw-000846,"Natewe n'ibisazi by'ubuki byinshi byo ku gisenge, birankomeretsa umubiri wose.",kinyarwanda,URGENT,sdf64d79c7b76,train
kw-000847,Kuva numvise urusaku rukomeye ntakumva neza ku gutwi kumwe.,kinyarwanda,URGENT,s35f5ce7020c1,train
kw-000848,Umwana anywa amazi menshi kandi akajya kunyara kenshi.,kinyarwanda,URGENT,sf6dce2163f3c,train
kw-000850,Naje kuzuza no gusinyisha urupapuro rw'isuzuma ry'ubuzima rwo ku ishuri.,kinyarwanda,ROUTINE,s67ea81dd2671,train
kw-000852,Umwana yavukanye ikirenge kigoramye kijya imbere.,kinyarwanda,ROUTINE,s0fcfc33b0b87,train
kw-000854,Ijisho ryanjye rirarira kandi umupfundikizo waryo ujya imbere.,kinyarwanda,ROUTINE,saa35f4958ac4,train
kw-000855,Umwana nijoro akorora nk'imbwa ariko mu gitondo akaba ameze neza.,kinyarwanda,URGENT,s60460645e847,train
kw-000859,Umwana afite ikimenyetso yavukanye ku ruhu. Ese gishobora kuba ikibazo?,kinyarwanda,ROUTINE,s9573964f10ac,train
kw-000861,Yabyariye mu rugo ariko insina ntirasohoka.,kinyarwanda,CRITICAL,s59ec1161086b,train
kw-000862,"Iyo nkoze uburoso ku menyo, ishinya zirava amaraso.",kinyarwanda,ROUTINE,s380b93bea985,train
kw-000866,Kuva nkiri umwana ukuguru kumwe kwanjye ni kugufi kurusha kundi kubera uburwayi nagize.,kinyarwanda,ROUTINE,s3bdffaf2364d,train
kw-000867,Mama yaretse kurya no kunywa.,kinyarwanda,URGENT,se1a94216ebb1,train
kw-000869,"Umwana yaguye mu kigega cy'amazi, bamukuramo ariko yari arimo gukorora.",kinyarwanda,URGENT,sfda9fdab5cd7,train
kw-000870,Maze iminsi itatu numva mfite umuriro nkajya nshyuha nkongera nkakonja.,kinyarwanda,URGENT,s52d0a4ebbfca,train
kw-000871,Ishami ry'igiti ryankubise mu jisho nkiri gutema ibiti.,kinyarwanda,URGENT,scd76577afbaf,train
kw-000873,Igisebe nagiye nkivurisha ibyatsi none cyarushijeho kuba kibi.,kinyarwanda,URGENT,scc6f880fb965,train
kw-000876,"Bambwiye ko ntashobora kubyara, none ndashaka inama yo kumenya icyo nakora.",kinyarwanda,ROUTINE,s7b7ed455eb6d,train
kw-000878,Mbona amaraso mu mwanda w'umwana.,kinyarwanda,URGENT,s30867abb2802,train
kw-000879,Nagiririwe ihohoterwa rishingiye ku gitsina kandi sinshaka ko hari undi ubimenya.,kinyarwanda,URGENT,s830fa337ef1f,train
kw-000883,Umwana arataka cyane kandi akurura amaguru ayerekeza ku nda.,kinyarwanda,URGENT,s7a7c890dcbd0,train
kw-000885,Mfite igisebe ku mutwe cyahagaritse kuva amaraso ariko gikomeza gufunguka.,kinyarwanda,URGENT,s538e243b6b4d,train
kw-000886,Iyo umwana afashe ibere ndababara nkumva rishya.,kinyarwanda,ROUTINE,sdd739f0948ac,train
kw-000887,Nagiranye imirwano n'umuntu none ijisho rimwe sinshobora kuribonamo.,kinyarwanda,URGENT,scd64bc733e44,train
kw-000889,Umwana kuva atangira kugenda ahora agenda ahagaze ku mano.,kinyarwanda,ROUTINE,s6842344b7f89,train
kw-000890,Yafashwe hagati y'imodoka n'urukuta igituza kirakomereka cyane.,kinyarwanda,CRITICAL,sc69a1d67e23a,train
kw-000891,Natangiye kwishimagura kuva ndara ahantu hashya.,kinyarwanda,ROUTINE,s9160dd4b1bda,train
kw-000892,Maze gukuramo inda inshuro eshatu kandi ndashaka kumenya impamvu.,kinyarwanda,ROUTINE,s46eeb8719175,train
kw-000893,Iyo nfungura umunwa kugira ngo ndye ndababara.,kinyarwanda,URGENT,s3ba76467bb98,train
kw-000894,Mu gitondo mu maso h'umwana harabyimba ariko nyuma ya saa sita bikagabanuka.,kinyarwanda,ROUTINE,s6b7ba808110b,train
kw-000895,Nahagaritse imiti y'agakoko gatera SIDA igihe numvaga maze gukira.,kinyarwanda,URGENT,sfbbef0e4eb83,train
kw-000896,Nahiye ku mavuta ashyushye cyane ku kuboko.,kinyarwanda,URGENT,s62524b607329,train
kw-000897,Umusaza ahora avuga n'abantu batari aho.,kinyarwanda,URGENT,s066825e9f0ac,train
kw-000898,Naje kubaza ibisubizo by'isuzuma ry'amacandwe y'umwana.,kinyarwanda,ROUTINE,se827432acec6,train
kw-000900,Ndatwite amezi atatu kandi ndava amaraso.,kinyarwanda,URGENT,s72b348249f55,train
kw-000901,Umwana amaze iminsi afata umwanda kubera gutinya kujya ku musarani.,kinyarwanda,ROUTINE,s67274617ebdf,train
kw-000902,Narumwe n'inzoka ejo none ukuguru kwatangiye kuba umukara.,kinyarwanda,URGENT,sc90153dfd9ed,train
kw-000903,Bambwiye ko ngaruka umuriro wongera kugaruka.,kinyarwanda,ROUTINE,s4ceab6364084,train
kw-000904,"Urwasaya rwarabyimbye, byatangiriye ku kubabara kw'iryinyo.",kinyarwanda,URGENT,s60ba1c0a4be3,train
kw-000906,Umwana araruka ibintu by'icyatsi kandi inda yarabyimbye.,kinyarwanda,URGENT,s8d71a64411f0,train
kw-000907,Igisebe nagikoreye mu rugo nkoresheje urushinge n'urudodo.,kinyarwanda,URGENT,sa72751905612,train
kw-000910,Ese umwana ashobora gusubira ku ishuri?,kinyarwanda,ROUTINE,s74962e9015d9,train
kw-000911,Maze imyaka myinshi mbabara umubiri wose.,kinyarwanda,ROUTINE,s6db482248662,train
kw-000914,Bambwiye ko nkeneye kubagwa kandi ndabifitiye ubwoba.,kinyarwanda,ROUTINE,s1c78a5c8d176,train
kw-000916,Umwana afite umubyimba usohoka ku mukondo.,kinyarwanda,ROUTINE,sec5a37c63a8f,train
kw-000917,Inkari ziranyica kandi iki ni ubwa gatatu ikibazo cyongera kugaruka.,kinyarwanda,URGENT,sef0398029747,train
kw-000918,Umwana nijoro ahora yishimagura ku buryo adasinzira.,kinyarwanda,ROUTINE,s65d1a957d21d,train
kw-000919,Maze icyumweru nkorora amaraso ariko nabihishe umuryango.,kinyarwanda,URGENT,s4687aed2bd7b,train
kw-000924,Mfite igisebe ku kuguru kirimo inyo.,kinyarwanda,URGENT,s33b7beaaea74,train
kw-000925,Umutwe w'umwana urimo gukura no kubyimba vuba kurusha uko nabitekerezaga.,kinyarwanda,URGENT,s007c4100cc21,train
kw-000926,Naje kubaza ibyerekeye gukeba umwana wanjye w'umuhungu.,kinyarwanda,ROUTINE,sfaf56b3e23b7,train
kw-000927,Maze ukwezi mbona ibintu bisa n'umushishi mu mwanda.,kinyarwanda,ROUTINE,s1a0ba8306e6e,train
kw-000929,Ububabare bwankuye mu bitotsi maze ndaruka.,kinyarwanda,URGENT,sfeca2d5a5ffe,train
kw-000930,Umwana afite kubyimba munsi y'akananwa kandi byiyongereye mu minsi mike.,kinyarwanda,URGENT,s0762db573c61,train
kw-000931,Kuva nagira impanuka sinibuka neza ibyabaye.,kinyarwanda,URGENT,s49d7e45e06b9,train
kw-000932,Bambwiye kugabanya umunyu ariko sinumva impamvu ngomba kuwureka.,kinyarwanda,ROUTINE,sdd08a019d65c,train
kw-000933,Umwana yari ameze neza kugeza aho umugozi w'umukondo ucaguriwe n'urwembe.,kinyarwanda,URGENT,s538a03331813,train
kw-000935,Ukuguru kwavunitse umwaka ushize ariko n'ubu kuracyandya.,kinyarwanda,ROUTINE,s7adb8acffda1,train
kw-000936,Naje kwisuzumisha nyuma yo kurangiza imiti y'igituntu.,kinyarwanda,ROUTINE,s846cda57d183,train
kw-000938,"Kuva natangira imiti mishya, iyo mpagaze ndazimira nkumva ngiye kugwa.",kinyarwanda,URGENT,s20d29fe346fc,train
kw-000939,Kuva yagira impanuka yo mu muhanda ntaranyara.,kinyarwanda,URGENT,s9cbf490a818d,train
kw-000940,Umwana yagize umuriro hamwe n'utubyimba ku ruhu kandi turimo gukwira.,kinyarwanda,URGENT,scc98d84abf1a,train
kw-000941,Umuryango wacu ushaka ko nabyarira mu rugo.,kinyarwanda,ROUTINE,s362da57226f2,train
kw-000942,Igare ryamunyujije hejuru y'ikirenge none kirabyimbye.,kinyarwanda,URGENT,se814c4f077b2,train
kw-000943,Ese amenyo y'umwana yatangiye kumera atinze?,kinyarwanda,ROUTINE,se583fd3d8d07,train
kw-000945,Maze amezi nkorora ariko bambwiye ko ari allergie.,kinyarwanda,URGENT,s7d25ab23082f,train
kw-000947,Mfite urwondo kandi ntirukiri gusubira imbere nk'uko byari bisanzwe.,kinyarwanda,URGENT,s353b7daf0ea0,train
kw-000948,Narakubiswe none ndava amaraso mu mazuru.,kinyarwanda,URGENT,s146f2684fc52,train
kw-000952,Naguye kuri gare maze nikubita ku rutugu.,kinyarwanda,URGENT,sc7abf7a376d9,train
kw-000953,Nda va amaraso nyuma yo gukora imibonano mpuzabitsina.,kinyarwanda,URGENT,s4f8a2ab13bc5,train
kw-000954,Ijisho rirandya kandi urumuri rurambabaza.,kinyarwanda,URGENT,s7a3d5502cb29,train
kw-000955,Umwana yariye ikimera yabonye mu ishyamba.,kinyarwanda,URGENT,sbe0dfee32180,train
kw-000957,Iyi nshuro imiti nahawe irasa n'itandukanye n'iyo nasanzwe mfata.,kinyarwanda,ROUTINE,see330c98cc64,train
kw-000958,Ukuguru kwabyimbye nyuma yo kumara igihe kinini ndi muri bisi.,kinyarwanda,URGENT,sad12ef55213f,train
kw-000959,Naciwe ku gutwi mu mirwano none igice cy'ugutwi kiramanuka.,kinyarwanda,URGENT,sfd4db7742f5c,train
kw-000960,Umwana ararira buri gihe duhindura pampers.,kinyarwanda,ROUTINE,sfbd45b07a30f,train
kw-000961,Bambwiye ko mfite ikibazo cy'umutima kandi nshaka undi muganga akansuzuma.,kinyarwanda,ROUTINE,s25e9ebeede0c,train
kw-000962,Igisebe cyo kubagwa cyongeye gufunguka.,kinyarwanda,URGENT,s43f5cd79e366,train
kw-000963,Ndababara cyane kandi numva umwana ari hafi kuvuka ubu.,kinyarwanda,URGENT,sfbb52aa0dd54,train
kw-000966,Umwana amaze icyumweru afite umuriro ariko ntituramenya impamvu.,kinyarwanda,URGENT,s16782a4f3b30,train
kw-000968,Narumwe n'inyamaswa imeze nk'ikinyamunyarara iri ku gisenge.,kinyarwanda,URGENT,s11500969d804,train
kw-000969,Bambwiye ko umwana aryamye ahengamye mu nda.,kinyarwanda,URGENT,sfb63827df5e4,train
kw-000970,Imiti y'umuvuduko w'amaraso yarangiye ariko numva meze neza.,kinyarwanda,ROUTINE,sc841778a2631,train
kw-000971,Igisebe cyo ku ivi ry'umwana cyuzuyemo umwanda.,kinyarwanda,URGENT,sa79ef8119812,train
kw-000974,Umwana yakuruwe ukuboko none ntashaka kukoresha.,kinyarwanda,URGENT,s2c50a7d3aaa5,train
kw-000975,Mfite kubyimba mu ijosi kandi iyo maze kumira kubyimba kuragenda.,kinyarwanda,ROUTINE,sed4fc00e6c79,train
kw-000976,Sinshobora kwicara kubera ububabare bwo mu kibuno.,kinyarwanda,URGENT,sc5da09ccc098,train
kw-000978,Naciwe n'ikirahure cyamenetse nkiri gusukura.,kinyarwanda,URGENT,s2c63ee9591e2,train
kw-000979,Kuva ejo umwana ntashobora gufungura umunwa.,kinyarwanda,URGENT,s75d2a79f5819,train
kw-000981,Aho umwana yatewe urushinge harabyimbye. Ese ni ibisanzwe?,kinyarwanda,ROUTINE,s8fc035e4d8d1,train
kw-000982,Umugongo watangiye kundya hanyuma sinongera kunyara.,kinyarwanda,URGENT,sd5cc726a4509,train
kw-000984,Umwana abira icyuya iyo yonka kandi akajya ahagarara akaruhuka.,kinyarwanda,URGENT,scdf746aa35dc,train
kw-000987,"Mu rugo hari umuntu ukorora, ni yo mpamvu naje kwisuzumisha.",kinyarwanda,ROUTINE,s490c303e30cf,train
kw-000988,Umwana nijoro ahora yishimagura ku kibuno.,kinyarwanda,ROUTINE,sd58cb4c45c28,train
kw-000990,Naguye hasi ntaye ubwenge nkiri kwiyiriza.,kinyarwanda,URGENT,s541d4eb9a2cf,train
kw-000992,Umwana arakorora kandi umuriro ntushaka kugabanuka.,kinyarwanda,URGENT,sef3c39cb7c81,train
kw-000993,Maze gushyirwamo akuma ko kuboneza urubyaro n'inda iracyandya.,kinyarwanda,URGENT,s944aaa22c434,train
kw-000994,Igisebe kirana kandi mfite umuriro.,kinyarwanda,URGENT,s65dfaf8f1ffe,train
kw-000995,"Umwana arya bike, ndashaka inama ku mafunguro namuha.",kinyarwanda,ROUTINE,sa20eb457e2d6,train
kw-000996,Amaboko aratitira ku buryo ntashobora gufata igikombe neza.,kinyarwanda,URGENT,s53cb836abdda,train
kw-000999,Kuva nagwa sinongera kumva umwana yinyeganyeza nk'uko byari bisanzwe.,kinyarwanda,URGENT,s16f71ba0ef9d,train
kw-001000,Umunwa urandya ku buryo ntashobora kurya kandi natangiye kunanuka.,kinyarwanda,URGENT,sf98f5849fd74,train
kw-001004,Umwana yaguye maze amenyo amuca ku munwa.,kinyarwanda,URGENT,s8f3b57991df6,train
kw-001007,Ese uyu muti nshobora kuwufata hamwe n'indi miti nsanzwe mfata?,kinyarwanda,ROUTINE,s46a1150ff3e0,train
kw-001008,Umwana arakorora kandi iwacu tumuvura dukoresheje umwuka w'amazi ashyushye.,kinyarwanda,URGENT,s2527c32ef0ff,train
kw-001009,Kuva yagira stroke umwaka ushize ntashobora kugenda atafashijwe.,kinyarwanda,ROUTINE,scb6d08d36ebc,train
kw-001010,Ndatwite kandi numva ububabare bukomeye mu nda nk'aho iri gutabuka.,kinyarwanda,URGENT,sdeff1d603f8c,train
kw-001011,Umufuka w'ikawa waguye unkundaho nkiri mu bubiko.,kinyarwanda,URGENT,s5429d51b6637,train
kw-001012,Intoki z'umwana zarabyimbye kandi zirababaza.,kinyarwanda,URGENT,s427d4057920f,train
kw-001013,Ibyanditse kuri uru rupapuro rw'isuzuma ry'amaraso bivuze iki?,kinyarwanda,ROUTINE,s3be67edc83f6,train
kw-001015,Maze umwaka nabyaye ariko kuva icyo gihe sinongeye kugira imihango.,kinyarwanda,ROUTINE,sd0a37718cf2c,train
kw-001017,Ndababara inyuma y'ijisho kandi umutwe ukandya ku ruhande rumwe.,kinyarwanda,URGENT,sb77865431e96,train
kw-001018,Umwana yarahindutse umweru kandi nabonye amaraso muri pampers.,kinyarwanda,URGENT,seaa3e9b89292,train
kw-001019,Kuva nagwa sinshobora kuzamura ukuboko kurenga umutwe.,kinyarwanda,URGENT,s684f9d37e7ff,train
kw-001020,Iyo mfashe imiti ububabare buragenda ariko burongera bukagaruka.,kinyarwanda,ROUTINE,sd603f964a949,train
kw-001021,Ese nshobora kongera guha umwana wa muti w'inkorora yigeze gufata?,kinyarwanda,ROUTINE,s16fe9666b7e1,train
kw-001022,Umwana afite igisebe ku mutwe kandi amaraso ntashaka guhagarara.,kinyarwanda,CRITICAL,s43ed31dcdd60,train
kw-001023,Yagize impanuka yo mu muhanda kandi atwite amezi atandatu.,kinyarwanda,URGENT,sb22f8a56b053,train
kw-001024,Maze umwaka ibirenge byanjye bishya cyane cyane nijoro.,kinyarwanda,ROUTINE,s6f93b1f69385,train
kw-001025,Umwana arasinzira cyane kurusha uko bisanzwe kandi biragoye kumukangura.,kinyarwanda,URGENT,s17fe0c9c771f,train
kw-001026,Ndababara mu gituza ariko ntekereza ko ari inda.,kinyarwanda,URGENT,sd0341491a438,train
kw-001027,Naje gushakira umubyeyi wanjye ukuze ikarita y'ubuzima.,kinyarwanda,ROUTINE,s5c0f8db39d4b,train
kw-001028,Umwana yarumwe n'udukoko none umurongo utukura uri kuzamuka ukuboko.,kinyarwanda,URGENT,s422b569abc30,train
kw-001030,Iryinyo ntirikindya ariko ubu mu maso harabyimbye.,kinyarwanda,URGENT,s83a3665441e9,train
kw-001032,Ivi ntirishobora kugonda kuva namaze umunsi wose napfukamye mu murima.,kinyarwanda,URGENT,sa6c0e1c12872,train
kw-001033,Kuva umwana abyutse umutwe awugumisha ku ruhande rumwe.,kinyarwanda,URGENT,s4dbe79e1a2f4,train
kw-001035,Kuva nywa ikawa numva umutima utera nk'uwihuta kandi ukanyeganyega mu gituza.,kinyarwanda,ROUTINE,se2f830dd68ed,train
kw-001036,Iyo umwana agize umuriro amaso ye ajya hejuru.,kinyarwanda,URGENT,s453ab015342c,train
kw-001037,Nta mwana mfite kandi ndashaka kwisuzumisha nkamenya impamvu.,kinyarwanda,ROUTINE,s44367b9702ab,train
kw-001039,Umuturanyi yatubwiye ko inda y'umwana isa n'aho ari nini cyane.,kinyarwanda,URGENT,s8abd3c3e03ae,train
kw-001040,Imbwa yarankomerekeje mu byumweru bitatu bishize ariko sinabivuzeho.,kinyarwanda,URGENT,s752314ae4601,train
kw-001041,Umuhogo urandya kandi sinshobora no kumira amacandwe yanjye.,kinyarwanda,URGENT,s45549b2d2ad0,train
kw-001042,Nababaye nyuma yo guterura umwuzukuru.,kinyarwanda,ROUTINE,se3edd651e0ed,train
kw-001043,Umwana yavukiye mu rugo kandi ubu ahumeka vuba.,kinyarwanda,URGENT,s0180c7ff00ee,train
kw-001044,Maze ukwezi ndaruka nyuma ya buri funguro.,kinyarwanda,URGENT,sb7bb887c333d,train
kw-001046,Nahagaritse kuza kuko ubushize nategereje umurongo igihe kirekire cyane.,kinyarwanda,ROUTINE,sdd73e5d5d622,train
kw-001047,Nakomerekejwe ku kagombambari n'umunyururu wa moto.,kinyarwanda,URGENT,sf7c866b29de7,train
kw-001048,Umwana ararira kandi rimwe mu mabya ryarabyimbye.,kinyarwanda,URGENT,s4721db44a9f2,train
kw-001049,Mbyutse numva icyumba kizungera.,kinyarwanda,ROUTINE,sdcc9389b8dfe,train
kw-001051,"Ubu numva meze neza, ese nshobora guhagarika imiti?",kinyarwanda,ROUTINE,sf7b48a2562a5,train
kw-001052,Maze iminsi ibiri nkoresha inkari nke cyane.,kinyarwanda,URGENT,s4816bf12bb41,train
kw-001054,"Ndababara munsi y'imbavu zo ku ruhande rw'iburyo, cyane cyane nyuma yo kurya ibiryo birimo amavuta menshi.",kinyarwanda,URGENT,sec693cb40a04,train
kw-001055,Ahantu nabagiwe mbazwe inda harandya.,kinyarwanda,URGENT,sb61c9dc906a5,train
kw-001056,Kuva amazi yinjira mu gutwi sinongera kumva neza.,kinyarwanda,ROUTINE,sf1d1cf329c8d,train
kw-001058,Kubyimba ku mubiri kuza kukagenda iyo hari ubushyuhe.,kinyarwanda,ROUTINE,sf0c916892253,train
kw-001059,Narahohotewe kandi nakomeretse hejuru y'ijisho.,kinyarwanda,URGENT,s2e6647ea8cec,train
kw-001063,Ndatwite amezi umunani kandi ndava amaraso.,kinyarwanda,URGENT,sebc7293ae6f4,train
kw-001065,Akabuto k'ibigori kinjiye mu gutwi k'umwana.,kinyarwanda,ROUTINE,s39d00970d562,train
kw-001068,Kuva ku muhango wo gushyingura umwana yaracecetse cyane kandi yahindutse.,kinyarwanda,ROUTINE,s8bbe27c51396,train
kw-001069,Ijisho ryanjye ryaratukuye kandi sinshobora kureba urumuri.,kinyarwanda,URGENT,s7eedbc494f46,train
kw-001070,Numva ibintu byinyeganyeza mu nda kandi ntabwo ntwite.,kinyarwanda,ROUTINE,s68e4965728b6,train
kw-001071,Naje kuzana umwana ngo ahabwe urukingo rwa kabiri.,kinyarwanda,ROUTINE,s923726a2b247,train
kw-001072,Nahiye mu minsi itatu ishize none ahahiye harafunze utubumbe tw'amazi.,kinyarwanda,URGENT,s02cc4b687263,train
kw-001073,Umwana yanga kurya kandi yerekana umuhogo avuga ko ari ho harwaye.,kinyarwanda,URGENT,s78296c8ebad2,train
kw-001074,Imiti yanjye yivanze n'iy'umugore wanjye none sinzi iyari iyange.,kinyarwanda,URGENT,s15c8e8c9c7e0,train
kw-001076,Sinshobora kugenda intera ndende kuko mpita mbura umwuka nkahagarara.,kinyarwanda,URGENT,s86831547dcbb,train
kw-001077,Umusaya warabyimbye nyuma yo gukuramo iryinyo.,kinyarwanda,URGENT,s40668e98bb9e,train
kw-001078,Umwana yaguye mu ivu rishyushye.,kinyarwanda,URGENT,s0bc5551df8da,train
kw-001082,Amaguru yombi arandya cyane nijoro.,kinyarwanda,ROUTINE,s2afd67c7554b,train
kw-001083,Maze ibyumweru bitandatu nkorora kuva ngarutse ku kirombe.,kinyarwanda,URGENT,s7acd7a416339,train
kw-001085,Nanyweye umuti wica imbeba.,kinyarwanda,CRITICAL,scb214a946481,train
kw-001087,Umwana ahora agira ubwandu bwo mu matwi kandi mbona kumva kwe kugenda kugabanuka.,kinyarwanda,URGENT,sb51415fcebd6,train
kw-001088,Ukuguru kwabyimbye nyuma yo kurumwa n'ikintu ntabonye.,kinyarwanda,URGENT,se54ba269bfb7,train
kw-001089,Afite ibise kandi ukuboko k'umwana ni ko kwabanje gusohoka.,kinyarwanda,CRITICAL,s0081db6c9505,train
kw-001090,Nabonye ikibyimba mu ibya nkiri kwiyuhagira.,kinyarwanda,URGENT,s1b75bf94bd5c,train
kw-001092,Nkorora amaraso mu gitondo gusa.,kinyarwanda,URGENT,sa5a2114b5b10,train
kw-001095,Kuva mu gitondo ukuguru kurakonje kandi kurandya.,kinyarwanda,CRITICAL,sddb1d9a5ddcf,train
kw-001096,Bambwiye ko batumva uko umutima w'umwana uri mu nda utera.,kinyarwanda,URGENT,s56fce57b85c8,train
kw-001097,Ese nshobora guhagarika urushinge mfata?,kinyarwanda,ROUTINE,s037fbd7b265a,train
kw-001098,Umwana yatwitswe mu maso n'igisasu cyo kwishimisha cyaturitse.,kinyarwanda,URGENT,sb5bcf404e016,train
kw-001099,Mfite utubyimba tw'uruziga ku ruhu kandi turagenda dukwira tugana hanze.,kinyarwanda,ROUTINE,sdb90bdabf3da,train
kw-001100,Maze icyumweru ntashobora gusinzira ndyamye.,kinyarwanda,URGENT,s22c79e47a0af,train
kw-001101,Natangiye kugira ibintu bidasanzwe biva mu gitsina nyuma y'uko umugabo agarutse mu rugendo.,kinyarwanda,URGENT,s2b7d838b83ef,train
kw-001102,Umugongo urandya cyane nijoro kandi no kuruhuka ntibibigabanya.,kinyarwanda,URGENT,s1e6b48eef4f6,train
kw-001104,Akagombambari karabyimbye kuva nakagoreka ukwezi gushize.,kinyarwanda,ROUTINE,s1eea09a6641b,train
kw-001105,Nkomeza kugira ubwandu bumwe kenshi. Ese biterwa n'iki?,kinyarwanda,ROUTINE,sabf63189f770,train
kw-001109,Ukuboko kwanjye kwabyimbye kuva nabagwa ku ibere.,kinyarwanda,URGENT,s90bebc93e97b,train
kw-001110,Ugutwi kumwe ni ko kwatangiriye kurwara none amatwi yombi arandya.,kinyarwanda,URGENT,sa702a4b684f0,train
kw-001111,Umwana kuva avuka ntarajya ku musarani ngo asohore umwanda.,kinyarwanda,URGENT,sa205bd20f888,train
kw-001112,Ukuboko ku kuboko kw'ikiganza kurandya kubera kwandika kuri mudasobwa umunsi wose.,kinyarwanda,ROUTINE,s6598ba38ed8f,train
kw-001113,Umwana yakandagiye ku kirahure cy'icupa cyamenetse ku mugezi maze akomereka ku kirenge.,kinyarwanda,URGENT,s3c9e9a7cbb1d,train
kw-001115,Kuva nagwa mbona ibintu bibiri aho kuba kimwe.,kinyarwanda,URGENT,s569bc6adde0d,train
kw-001116,Umwana ararira iyo ukoze ku kuguru kandi ntashaka guhagarara.,kinyarwanda,URGENT,s1a2b0aa45670,train
kw-001117,Bambwiye ko amaso yanjye akeneye kubagwa kandi ndashaka inama.,kinyarwanda,ROUTINE,scd77fa12b548,train
kw-001118,Nanyweye ibyatsi byo gukuramo inda none ndava amaraso.,kinyarwanda,URGENT,s64085108aec4,train
kw-001119,"Hari umuntu wapfiriye mu rugo, ese umuryango ushobora kwisuzumisha?",kinyarwanda,ROUTINE,s00937bc488fc,train
kw-001120,Nakomerekejwe n'isasu ariko sinshaka kugira ibindi mvuga kuri byo.,kinyarwanda,CRITICAL,s8da5598de3ce,train
kw-001121,Kuva umwana arwara ibicurane ahumeka havamo urusaku rumeze nk'urusaku rw'umuyaga.,kinyarwanda,URGENT,s4213c178d314,train
kw-001122,Uruhu rwanjye rwahindutse umuhondo ariko nta kindi kimenyetso numva.,kinyarwanda,URGENT,sbc9850f51044,train
kw-001123,Ukuboko k'umwana kwakomerekejwe igihe yavukaga.,kinyarwanda,URGENT,s3dbfd3d1ccb0,train
kw-001124,Ndababara mu gituza iyo ndakaye gusa.,kinyarwanda,ROUTINE,s54e0162c5861,train
kw-001126,Umwana kuva akiri muto ahora areba ahumiriza amaso.,kinyarwanda,ROUTINE,sd018ad264a27,train
