concept_id,domain,proposed_urgency,english_gloss,person,person_note,applies,action,relation_set,relation_set_members,keep_distinct_from,hold,needs_clinician,brief_notes,your_phrasing,second_phrasing_optional,regional_variant,your_notes
EX37,neurological,ROUTINE,mild tiredness during the day,third,,yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
NE01,neurological,CRITICAL,continuous convulsion,first,,no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX33, which carries the same sign. Nothing to write on either person's row.",,,,
NE01,neurological,CRITICAL,continuous convulsion,third,,no,SKIP — does not apply,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"This whole concept is out of generation — it was collapsed into EX33, which carries the same sign. Nothing to write on either person's row.",,,,
NE02,neurological,CRITICAL,"unconscious, cannot be roused",first,,no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX32, which carries the same sign. Nothing to write on either person's row.",,,,
NE02,neurological,CRITICAL,"unconscious, cannot be roused",third,,no,SKIP — does not apply,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"This whole concept is out of generation — it was collapsed into EX32, which carries the same sign. Nothing to write on either person's row.",,,,
NE03,neurological,CRITICAL,sudden one-sided weakness,first,,no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX34, which carries the same sign. Nothing to write on either person's row.",,,,
NE03,neurological,CRITICAL,sudden one-sided weakness,third,,no,SKIP — does not apply,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"This whole concept is out of generation — it was collapsed into EX34, which carries the same sign. Nothing to write on either person's row.",,,,
NE04,neurological,CRITICAL,sudden difficulty speaking,first,,no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX35, which carries the same sign. Nothing to write on either person's row.",,,,
NE04,neurological,CRITICAL,sudden difficulty speaking,third,,no,SKIP — does not apply,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"This whole concept is out of generation — it was collapsed into EX35, which carries the same sign. Nothing to write on either person's row.",,,,
NE05,neurological,URGENT,severe headache with vomiting and photophobia,first,,yes,WRITE,,,,,yes,"OPEN QUESTION ABOUT THE CONCEPT, not about a language. The gloss names vomiting and the Kinyarwanda phrase does not; the Kinyarwanda also frames the light as the CAUSE of the headache rather than as something that hurts the eyes, and the speaker says the causal framing is the natural one. Write what is natural in Kiswahili and say in your_notes which of the three signs your sentence actually carries. | First person: the patient's own words about themselves. No {REL} in this row.",,,,
NE05,neurological,URGENT,severe headache with vomiting and photophobia,third,,yes,WRITE,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
NE06,neurological,URGENT,new confusion today,first,,yes,SKIP — held,,,,yes,yes,"Whether a patient who can accurately report their own new confusion is meaningfully confused is a clinical question, not a language one. Both the English and French arms hold this row; do not write it. | For a clinician: is a patient who can accurately report their own new confusion meaningfully confused? This row is held.",,,,
NE06,neurological,URGENT,new confusion today,third,,yes,WRITE,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
NE07,neurological,URGENT,repeated fainting,first,,yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
NE07,neurological,URGENT,repeated fainting,third,,yes,WRITE,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
NE08,neurological,ROUTINE,intermittent mild headache,first,,no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX36, which carries the same sign. Nothing to write on either person's row.",,,,
NE08,neurological,ROUTINE,intermittent mild headache,third,,no,SKIP — does not apply,ALL_RELATIONS,My child / My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"This whole concept is out of generation — it was collapsed into EX36, which carries the same sign. Nothing to write on either person's row.",,,,
EX38,obstetric,CRITICAL,severe abdominal pain in pregnancy with bleeding,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,EX14 (plain severe belly pain) — EX38 is in pregnancy and bleeding,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
EX38,obstetric,CRITICAL,severe abdominal pain in pregnancy with bleeding,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,EX14 (plain severe belly pain) — EX38 is in pregnancy and bleeding,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
EX39,obstetric,CRITICAL,heavy bleeding after giving birth,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
EX39,obstetric,CRITICAL,heavy bleeding after giving birth,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB01,obstetric,CRITICAL,convulsion in pregnancy (eclampsia),first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB01,obstetric,CRITICAL,convulsion in pregnancy (eclampsia),third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB02,obstetric,CRITICAL,severe headache with blurred vision in pregnancy,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB02,obstetric,CRITICAL,severe headache with blurred vision in pregnancy,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB03,obstetric,CRITICAL,cord or hand presenting before the baby,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,yes,"For a clinician: this is a specific obstetric emergency (the cord or a hand appearing before the baby). Nothing generates from this row until a clinician validates the wording, so write it if you can and expect it to be checked. | First person: the patient's own words about themselves. No {REL} in this row.",,,,
OB03,obstetric,CRITICAL,cord or hand presenting before the baby,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,yes,"For a clinician: this is a specific obstetric emergency (the cord or a hand appearing before the baby). Nothing generates from this row until a clinician validates the wording, so write it if you can and expect it to be checked. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB04,obstetric,CRITICAL,labour over 24 hours without delivery,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,yes,For a clinician: the description of infected discharge after delivery needs clinical confirmation. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB05,obstetric,CRITICAL,fever with foul discharge after delivery,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB06,obstetric,CRITICAL,fetal demise - the baby has died in the womb,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,SKIP — held,,,,yes,yes,"Held for a clinician, and the concept itself is open. This is FETAL DEMISE — the baby has died in the womb — not reduced movement. Two questions are outstanding: whether it should be CRITICAL, and whether a presentation where no intervention follows belongs in a triage taxonomy at all. Do not write a phrase for it.",,,,
OB06,obstetric,CRITICAL,fetal demise - the baby has died in the womb,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,SKIP — held,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,yes,yes,"Held for a clinician, and the concept itself is open. This is FETAL DEMISE — the baby has died in the womb — not reduced movement. Two questions are outstanding: whether it should be CRITICAL, and whether a presentation where no intervention follows belongs in a triage taxonomy at all. Do not write a phrase for it.",,,,
OB07,obstetric,URGENT,membranes ruptured preterm,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB07,obstetric,URGENT,membranes ruptured preterm,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB08,obstetric,URGENT,labour pains before term,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB08,obstetric,URGENT,labour pains before term,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB09,obstetric,URGENT,fever in pregnancy,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB09,obstetric,URGENT,fever in pregnancy,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB10,obstetric,URGENT,persistent vomiting in pregnancy,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB11,obstetric,ROUTINE,routine antenatal check,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,"PR05 — OB11 is a routine antenatal check, PR05 is the first booking.",,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB11,obstetric,ROUTINE,routine antenatal check,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,"PR05 — OB11 is a routine antenatal check, PR05 is the first booking.",,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,first,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
OB12,obstetric,ROUTINE,breastfeeding advice after delivery,third,"First person is the pregnant woman herself. Third person is someone else reporting for her — her husband, her mother, a neighbour.",yes,WRITE,OBSTETRIC_RELATIONS_NO_MOTHER,My wife / My sister / My neighbour,,,,"The Kinyarwanda row is held; the hold is LIFTED here because held on a relation question, which the OBSTETRIC_RELATIONS_NO_MOTHER ruling has since settled. Write this row. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
OB13,obstetric,URGENT,reduced fetal movement,first,Usually the parent speaks. An older child could say the first person about themselves; the parent's version is the third person.,yes,SKIP — held,,,,yes,yes,"Out of generation, held. This is 'reduced fetal movement', opened when OB06 was re-ruled to fetal demise. The Kinyarwanda speaker reports no natural Kinyarwanda phrase says it, and whether the concept should exist at all is an open clinical question. Do not write a phrase for it. (If Kiswahili DOES have a natural way to say it, that is useful evidence — put it in your_notes, not in your_phrasing.)",,,,
OB13,obstetric,URGENT,reduced fetal movement,third,The parent speaks. The third person is the parent's report.,yes,SKIP — held,OBSTETRIC_RELATIONS,My wife / My mother / My sister / My neighbour,,yes,yes,"Out of generation, held. This is 'reduced fetal movement', opened when OB06 was re-ruled to fetal demise. The Kinyarwanda speaker reports no natural Kinyarwanda phrase says it, and whether the concept should exist at all is an open clinical question. Do not write a phrase for it. (If Kiswahili DOES have a natural way to say it, that is useful evidence — put it in your_notes, not in your_phrasing.)",,,,
EX40,paediatric,CRITICAL,convulsions with a fever above 40 degrees,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,IF02 and EX33 — EX40 is the one that names 40 degrees,,,"Ruled out under a standing rule: a child saying 'I have a fever and a rash' IS the adult concept — the fact that the patient is a child lives only in the relation word, and the first person has no slot for it. So the first-person row would duplicate an adult concept and is dropped rather than written twice. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.",,,,
EX40,paediatric,CRITICAL,convulsions with a fever above 40 degrees,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,IF02 and EX33 — EX40 is the one that names 40 degrees,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
EX41,paediatric,CRITICAL,a child struggling to breathe and turning blue,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"Ruled out under a standing rule: a child saying 'I have a fever and a rash' IS the adult concept — the fact that the patient is a child lives only in the relation word, and the first person has no slot for it. So the first-person row would duplicate an adult concept and is dropped rather than written twice. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.",,,,
EX41,paediatric,CRITICAL,a child struggling to breathe and turning blue,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
EX42,paediatric,URGENT,a fever and a rash spreading on the body,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into IF05, which carries the same sign. Nothing to write on either person's row. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.",,,,
EX42,paediatric,URGENT,a fever and a rash spreading on the body,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"This whole concept is out of generation — it was collapsed into IF05, which carries the same sign. Nothing to write on either person's row. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.",,,,
EX43,paediatric,URGENT,a high fever and refusing to eat,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"Ruled out under a standing rule: a child saying 'I have a fever and a rash' IS the adult concept — the fact that the patient is a child lives only in the relation word, and the first person has no slot for it. So the first-person row would duplicate an adult concept and is dropped rather than written twice. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate.",,,,
EX43,paediatric,URGENT,a high fever and refusing to eat,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,yes,"For a clinician: is 'high fever and refusing to eat' URGENT, or is refusal to eat in a feverish child close enough to the 'unable to drink' danger sign to be CRITICAL? Nothing about the wording changes while that is open — write the URGENT version. | Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA01,paediatric,CRITICAL,child convulsing,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX33, which carries the same sign. Nothing to write on either person's row.",,,,
PA01,paediatric,CRITICAL,child convulsing,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"This whole concept is out of generation — it was collapsed into EX33, which carries the same sign. Nothing to write on either person's row.",,,,
PA02,paediatric,CRITICAL,child too weak to breastfeed,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,Ruled out: an infant too weak to breastfeed cannot speak at all.,,,,
PA02,paediatric,CRITICAL,child too weak to breastfeed,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA03,paediatric,CRITICAL,child unconscious or floppy,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,Ruled out: an unconscious or floppy child cannot speak for themselves.,,,,
PA03,paediatric,CRITICAL,child unconscious or floppy,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,Ruled out: a child in severe respiratory distress cannot speak for themselves.,,,,
PA04,paediatric,CRITICAL,child breathing fast with chest indrawing,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"Ruled out: sunken eyes is a sign someone else observes, and without it the concept collapses into ordinary diarrhoea.",,,,
PA05,paediatric,URGENT,child with diarrhoea and sunken eyes,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA06,paediatric,URGENT,child with fever and rash,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into IF05, which carries the same sign. Nothing to write on either person's row.",,,,
PA06,paediatric,URGENT,child with fever and rash,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"This whole concept is out of generation — it was collapsed into IF05, which carries the same sign. Nothing to write on either person's row.",,,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"Ruled out: 'not gaining weight' is read off a growth chart, not something a child reports; what is left overlaps the adult weight-loss concept.",,,,
PA07,paediatric,URGENT,"child very thin, not gaining weight",third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA08,paediatric,URGENT,child with ear pain and discharge,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE — and answer the question in brief_notes,,,,,yes,"QUESTION 3 OF 3 — EAR DISCHARGE. The Kinyarwanda phrase names a CONDITION and states neither the pain nor the discharge the gloss asks for, and nobody knows whether that word means acute middle-ear infection specifically or any ear complaint at all. English has the same doubt: is the ordinary phrase that the ear is 'discharging', or that 'water' is coming out? WHAT WE ARE ASKING: how does a parent say in Kiswahili that a child's ear is running? Is the natural phrase one that NAMES the illness, or one that DESCRIBES the signs? Both are useful — write the natural one and tell us in your_notes which kind it is. | First person: the patient's own words about themselves. No {REL} in this row.",,,,
PA08,paediatric,URGENT,child with ear pain and discharge,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE — and answer the question in brief_notes,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,yes,"QUESTION 3 OF 3 — EAR DISCHARGE. The Kinyarwanda phrase names a CONDITION and states neither the pain nor the discharge the gloss asks for, and nobody knows whether that word means acute middle-ear infection specifically or any ear complaint at all. English has the same doubt: is the ordinary phrase that the ear is 'discharging', or that 'water' is coming out? WHAT WE ARE ASKING: how does a parent say in Kiswahili that a child's ear is running? Is the natural phrase one that NAMES the illness, or one that DESCRIBES the signs? Both are useful — write the natural one and tell us in your_notes which kind it is. | Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA09,paediatric,ROUTINE,child growth monitoring visit,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,,,,,,First person: the patient's own words about themselves. No {REL} in this row.,,,,
PA09,paediatric,ROUTINE,child growth monitoring visit,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",yes,WRITE,ADULT_RELATIONS,My wife / My husband / My mother / My father / My sister / My neighbour / My grandmother,,,,"Write the five characters {REL} where the relation word goes. Make {REL} the GRAMMATICAL SUBJECT of the sentence, and check your sentence still reads naturally for every relation listed in relation_set_members. Never mix first and third person inside one sentence.",,,,
PA10,paediatric,ROUTINE,child due for vaccination,first,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,,,,,,"This whole concept is out of generation — it was collapsed into EX46, which carries the same sign. Nothing to write on either person's row.",,,,
PA10,paediatric,ROUTINE,child due for vaccination,third,"Usually the parent speaks, so the third person is the main row. Write the first person only if an older child would plausibly say it about themselves.",no,SKIP — does not apply,CHILD_RELATIONS,My child / My son / My daughter / My grandchild / My neighbour's child,,,,"This whole concept is out of generation — it was collapsed into EX46, which carries the same sign. Nothing to write on either person's row.",,,,
EX44,preventive,ROUTINE,an annual checkup appointment,first,,yes,WRITE,,,,,,Gloss is the frozen v1 English at this corpus position. It describes the presentation; it is not a sentence to translate. | First person: the patient's own words about themselves. No {REL} in this row.,,,,
