concept_id,domain,proposed_urgency,english_gloss,anchor,person,applies,person_note,form,relation_set,suggested_french,candidate_origin,confidence,verdict_fidelity,suggestion_note,verdict_register,rw_french_check,agreement_check,your_phrasing,second_phrasing_optional,notes,source,needs_clinician,hold
EX27,infectious_fever,URGENT,,,first,yes,,utterance,,"J'ai de la fievre et des frissons, et je pense que c'est le paludisme.",new_draft,medium,unverified: no gloss,"REDRAFTED OFF THE SPEAKER'S v2 PHRASE, and the v1 candidate was stale in the same way the English one still is. v1 French was 'de la fievre et des courbatures partout' — aching all over; the speaker's rewrite is 'mfite umuriro kandi numva mfite imbeho, nkeka ko ari malariya', fever, chills and a suspicion of malaria. RECORD CONFLICT, FLAGGED NOT RESOLVED: english-review-pass.md reports EX27 going applies=no as part of the EX26 collapse, and the spine has it applies=yes in both persons with an authored first. The spine is the record, so both concepts are drafted here and worded apart; the conflict is real and belongs to whoever rules the collapse.",4,"'paludisme' or 'malaria', paired with EX26. These two are also an unruled duplicate — see the record conflict noted on the row.",,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX27,infectious_fever,URGENT,,,third,yes,,utterance,ALL_RELATIONS,"{REL} a de la fievre et des frissons, et pense que c'est le paludisme.",new_draft,medium,unverified: clinician,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,INHERITED — restate in French terms during the domain pass,
EX28,infectious_fever,URGENT,,,first,yes,,utterance,,J'ai de la fievre et j'ai tres mal a la tete.,new_draft,medium,unverified: no gloss,"v1 'de la fievre avec un mal de tete severe', down-registered to the speaker's plain 'umutwe urandya cyane'.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX28,infectious_fever,URGENT,,,third,yes,,utterance,ALL_RELATIONS,{REL} a de la fievre et la tete lui fait tres mal.,new_draft,medium,unverified: no gloss,"Mirrors the speaker's 'umutwe uramubabaza cyane', where the head is the subject and the person is the object. The invariable 'lui' carries it, as at EX07.",4,,,,,,machine_reviewed,,
EX29,infectious_fever,ROUTINE,,,first,yes,,utterance,,"J'ai une petite fievre depuis un jour, mais je n'ai rien d'autre.",new_draft,medium,unverified: no gloss,"CORRECTED, and the stale candidate was the same one the English arm found. v1 French at this position is 'une toux legere sans fievre' — a mild cough, which after the EX30 collapse is CR07's concept and not this one. The speaker's rewrite moved EX29 from cough to a mild one-day fever, and IF07 was then removed as a duplicate of the result. Carries its own duration, so it joins the ONSET collision list. NO SECOND PHRASING: IF07's dropped French is reserved by its collapse ruling and the Kinyarwanda slot is empty.",4,,,,,"IF07 collapsed into this concept. Its French text was 'un peu de fievre depuis hier mais sinon ca va' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX29,infectious_fever,ROUTINE,,,third,yes,,utterance,CHILD_RELATIONS,"{REL} a une petite fievre depuis un jour, mais n'a rien d'autre.",new_draft,medium,unverified: no gloss,,4,,,,,,machine_reviewed,,
EX30,infectious_fever,ROUTINE,,,first,no,,utterance,,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | v1 French dropped (collapsed into CR07): 'un nez qui coule legerement'. Recorded so the drop is visible, not silent.",,,
EX30,infectious_fever,ROUTINE,,,third,no,,utterance,ALL_RELATIONS,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
EX31,infectious_fever,ROUTINE,,,first,yes,,utterance,,Mon nez coule un peu.,new_draft,medium,unverified: no gloss,"RECOVERED RATHER THAN INVENTED, and the brief's own note is what makes it possible. EX31 is the row the speaker ADDED, so it has no v1 counterpart and the builder says French must be drafted from scratch. But ex-concept-drift.md records that the rewrites rotated three concepts across three ids and that v1 EX30's concept — the runny nose — is where EX31 now sits. v1's French for EX30 is 'un nez qui coule legerement', so the v1 text for this CONCEPT exists at a different position. Used as the source, folded into an utterance to match 'amazuru arantemba gake'. PROVENANCE IS STILL A DRAFT, not v1: the string is v1's, the row it is attached to is not the row v1 attached it to.",4,,,,,"no v1 French phrase exists: EX31 is the row the speaker ADDED to the first brief, so it has no counterpart in any other language and French must be drafted from scratch.",machine_reviewed,,
EX31,infectious_fever,ROUTINE,,,third,yes,,utterance,CHILD_RELATIONS,Le nez de {REL} coule un peu.,new_draft,medium,unverified: no gloss,"Mirrors '{REL} amazuru ye aratemba gake.' The speaker chose the possessive here specifically to avoid a '-mu-' object marker, and the possessive is independently the FR-1 construction. Third convergence between what Kinyarwanda grammar forced and what French gender forces.",4,,,,,,machine_reviewed,,
IF01,infectious_fever,CRITICAL,fever with stiff neck,IMCI: stiff neck -> VERY SEVERE FEBRILE DISEASE,first,yes,,utterance,,J'ai de la fievre et la nuque raide.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D064 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
IF01,infectious_fever,CRITICAL,fever with stiff neck,IMCI: stiff neck -> VERY SEVERE FEBRILE DISEASE,third,yes,,utterance,ALL_RELATIONS,{REL} a de la fievre et la nuque raide.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
IF02,infectious_fever,CRITICAL,fever with convulsions,IMCI: convulsions -> VERY SEVERE FEBRILE DISEASE,first,yes,,utterance,,J'ai une forte fievre et j'ai fait une crise.,new_draft,medium,ok,Sheet draft D066 said 'puis des convulsions'; the speaker's 'nagagaye' is the plainer verb and 'faire une crise' is its ordinary French register (rule 1). 'fait' takes no agreement here — the direct object follows it.,4,,,,,"draft D066 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
IF02,infectious_fever,CRITICAL,fever with convulsions,IMCI: convulsions -> VERY SEVERE FEBRILE DISEASE,third,yes,,utterance,ALL_RELATIONS,{REL} a une forte fievre et a fait une crise.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
IF03,infectious_fever,CRITICAL,fever and unable to drink,IMCI general danger sign: not able to drink or breastfeed,first,yes,,utterance,,J'ai de la fievre et je ne peux rien boire.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D068 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
IF03,infectious_fever,CRITICAL,fever and unable to drink,IMCI general danger sign: not able to drink or breastfeed,third,yes,,utterance,ALL_RELATIONS,{REL} a de la fievre et ne peut rien boire.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
IF04,infectious_fever,URGENT,fever with chills and sweats for days,"IMCI: fever, malaria risk",first,yes,,utterance,,"J'ai de la fievre, des frissons et des sueurs depuis plusieurs jours.",new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D070 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
IF04,infectious_fever,URGENT,fever with chills and sweats for days,"IMCI: fever, malaria risk",third,yes,,utterance,ALL_RELATIONS,"{REL} a de la fievre, des frissons et des sueurs depuis plusieurs jours.",new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
IF05,infectious_fever,URGENT,fever with generalised rash,IMCI: generalised rash -> MEASLES,first,yes,,utterance,,J'ai de la fievre et une eruption sur tout le corps.,new_draft,medium,ok,"This concept absorbed BOTH EX42 and PA06 on 2026-09-05, so it is now the corpus's only measles row and there is deliberately no paediatric measles concept. The cost is relation coverage, not a sign: child measles is five of this row's eight relations rather than a concept of its own. No second phrasing is proposed — the Kinyarwanda slot is empty and both dropped wordings are reserved by the collapse ruling.",4,,,,,"EX42 collapsed into this concept. Its French text was 'de la fievre et des boutons qui se propagent' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | PA06 collapsed into this concept. Its French text was 'mon enfant a de la fievre et des boutons partout' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | draft D072 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
IF05,infectious_fever,URGENT,fever with generalised rash,IMCI: generalised rash -> MEASLES,third,yes,,utterance,ALL_RELATIONS,{REL} a de la fievre et une eruption sur tout le corps.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
IF06,infectious_fever,URGENT,fever with pain passing urine,clinician-defined (no WHO emergency-care anchor),first,yes,,utterance,,J'ai de la fievre et ca me brule quand j'urine.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,,,,,"HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept | draft D074 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
IF06,infectious_fever,URGENT,fever with pain passing urine,clinician-defined (no WHO emergency-care anchor),third,yes,,utterance,ALL_RELATIONS,{REL} a de la fievre et se plaint de brulures en urinant.,new_draft,medium,ok,"Hold lifted. The reason is recorded on the row itself and in french-review-pass.md; this batch exists because a hold has to be lifted explicitly, not by an empty cell.",4,"FR-1: 'quand il urine' forces a gender, so 'se plaint de brulures en urinant' replaces the subordinate clause. Confirm the reporting verb is right for a symptom only the patient can feel.",,,,HOLD INHERITED from Kinyarwanda — lift it here if the reason is Kinyarwanda wording rather than the concept,machine_reviewed,,
IF07,infectious_fever,ROUTINE,"low fever one day, otherwise well",,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
IF07,infectious_fever,ROUTINE,"low fever one day, otherwise well",,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D076 dropped (collapsed into EX29): 'un peu de fievre depuis hier mais sinon ca va'. Recorded so the drop is visible, not silent.",,,
EX32,neurological,CRITICAL,,,first,no,"applies=no 2026-09-03, rule 11: an unconscious patient cannot report. Same ground on which NE02 first was already applies=no — which was itself part of the evidence the two were one concept.",utterance,,perdu connaissance et ne repond plus,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the French still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,opens with 'perdu' — a participle agreeing with an unstated subject,,,"applies=no inherited from the Kinyarwanda brief | NE02 collapsed into this concept. Its French text was 'inconscient et impossible a reveiller' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX32,neurological,CRITICAL,,,third,yes,,utterance,ALL_RELATIONS,{REL} a perdu connaissance et ne repond plus.,new_draft,medium,unverified: no gloss,"The first person is applies=no under rule 11 — an unconscious patient cannot report — so only this row is drafted. 'perdu' follows 'avoir' with no preceding direct object, so it is invariable and FR-1 is satisfied. Note the v1 French candidate on the applies=no row, 'perdu connaissance et ne repond plus', is one of the six phrases the FR-1 check flags in the inherited material: as a bare opening participle it agreed with nothing. It is on a dead row and is left as the record.",4,,,,,,machine_reviewed,,
EX33,neurological,CRITICAL,,IMCI general danger sign: convulsions,first,no,"applies=no 2026-09-03, rule 11: a convulsing patient cannot report. Same ground on which NE01 first was already applies=no — which was itself part of the evidence the two were one concept.",utterance,,des convulsions et des tremblements,v1_corpus,unreviewed,unverified: concept identity,"The v1 phrases were catalogued as 'existing phrase - no concept recorded', so there is no gloss to check this against. Confirm the French still describes the same presentation the Kinyarwanda row now describes before ruling on register.",,,,,,"applies=no inherited from the Kinyarwanda brief | NE01 collapsed into this concept. Its French text was ""une crise qui ne s'arrete pas"" — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | PA01 collapsed into this concept. Its French text was 'mon enfant fait une crise convulsive' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",,,
EX33,neurological,CRITICAL,,IMCI general danger sign: convulsions,third,yes,,utterance,ALL_RELATIONS,{REL} a fait une crise et tremble encore.,new_draft,medium,unverified: no gloss,"Follows '{REL} yagagaye kandi arimo guhinda umushyitsi.' PA01 collapsed into this concept on 2026-09-05, over the English arm's proposal of EX40 — which was wrong, because EX40 conditions the danger sign on a temperature above 40 and a child convulsing without fever is still a danger sign. The French inherits the corrected target.",4,,,,,,machine_reviewed,,
EX34,neurological,CRITICAL,,,first,yes,,utterance,,Je ne peux plus bouger un cote de mon corps.,new_draft,medium,unverified: no gloss,"Kinyarwanda first is not authored; drafted from the third and the v1 French 'un cote du corps qui ne bouge plus', with {REL}'s counterpart as the grammatical subject per rule 2.",4,,,,,"NE03 collapsed into this concept. Its French text was ""une faiblesse soudaine d'un cote du corps"" — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX34,neurological,CRITICAL,,,third,yes,,utterance,ALL_RELATIONS,{REL} ne peut plus bouger un cote de son corps.,new_draft,medium,unverified: no gloss,"FRENCH ESCAPES A KINYARWANDA STRUCTURAL PROBLEM HERE, and so did English. The speaker's third is 'Uruhande rumwe rw'umubiri we ntirukora.' — the SIDE is the subject and the patient is a possessor inside 'umubiri we', so there is no {REL} slot and the row generates a single instance instead of eight. French can put {REL} in subject position naturally and 'son corps' is FR-2, so it expands over all eight. Same content, different row counts; an argument for the Kinyarwanda rewrite, not for anything French.",4,,,,,,machine_reviewed,,
EX35,neurological,CRITICAL,,,first,yes,,utterance,,Je n'arrive pas a bien parler et ma bouche est de travers.,new_draft,medium,unverified: no gloss,"PARITY CORRECTION, owed and now paid. v1 French was 'des difficultes a parler et LE VISAGE deforme'; the speaker says the MOUTH ('umunwa we waragoramye') and v1-cross-language-parity.md rates this KY-not-equal-others at high confidence, with en/fr/sw agreeing on a drooping or deformed face. English has already been corrected to the mouth. 'de travers' is invariable, so the corrected wording is also the FR-1 safe one.",4,,,,,"NE04 collapsed into this concept. Its French text was 'une difficulte soudaine a parler' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX35,neurological,CRITICAL,,,third,yes,,utterance,ALL_RELATIONS,{REL} n'arrive pas a bien parler et sa bouche est de travers.,new_draft,medium,unverified: no gloss,,4,,,,,,machine_reviewed,,
EX36,neurological,ROUTINE,,,first,yes,,utterance,,J'ai mal a la tete mais pas beaucoup.,new_draft,medium,unverified: no gloss,"v1 'un mal de tete leger sans gravite', down-registered to the speaker's 'umutwe urandya ariko ntabwo cyane'.",4,,,,,"NE08 collapsed into this concept. Its French text was 'un mal de tete leger qui va et vient' — consider it for second_phrasing_optional rather than letting it drop, where the Kinyarwanda kept both wordings. | v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX36,neurological,ROUTINE,,,third,yes,,utterance,CHILD_RELATIONS,"{REL} dit avoir mal a la tete, mais pas beaucoup.",new_draft,medium,unverified: no gloss,"CARRIES THE REPORTING VERB, which is a drafting rule the English arm derived in this domain and it holds here: a mild headache is not observable, so a carer on CHILD_RELATIONS can only be relaying what the child told them. Contrast EX32 and EX35, where the sign is visible and no reporting verb is needed. French uses 'dit avoir' rather than a subordinate clause, because 'dit qu'il a mal' would force a gender — the IF06 problem again.",4,,,,,,machine_reviewed,,
EX37,neurological,ROUTINE,,,first,yes,,utterance,,"Je ressens de la fatigue, mais pas trop.",new_draft,medium,unverified: no gloss,"TWO FIXES IN ONE ROW. PARITY: v1 French was 'une legere fatigue PENDANT LA JOURNEE', and v1-cross-language-parity.md lists EX37 among the seven positions where en/fr/sw claim more than the Kinyarwanda — the speaker's 'ndumva naniwe ariko si cyane' carries no time of day. Dropped. FR-1: the natural rewrite 'je me sens fatigue' is masculine, so the noun 'de la fatigue' is used instead.",3,"FR-1: 'je me sens fatigue' is masculine, so 'je ressens de la fatigue' replaces it. That is stiffer than the speaker's plain 'ndumva naniwe'. A better neutral form would be welcome.",,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX37,neurological,ROUTINE,,,third,yes,,utterance,CHILD_RELATIONS,"{REL} dit ressentir de la fatigue, mais pas trop.",new_draft,medium,unverified: no gloss,"Reporting verb, same ground as EX36.",4,,,,,,machine_reviewed,,
NE01,neurological,CRITICAL,continuous convulsion,,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
NE01,neurological,CRITICAL,continuous convulsion,,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D110 dropped (collapsed into EX33): ""une crise qui ne s'arrete pas"". Recorded so the drop is visible, not silent.",,,
NE02,neurological,CRITICAL,"unconscious, cannot be roused",,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
NE02,neurological,CRITICAL,"unconscious, cannot be roused",,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D112 dropped (collapsed into EX32): 'inconscient et impossible a reveiller'. Recorded so the drop is visible, not silent.",,,
NE03,neurological,CRITICAL,sudden one-sided weakness,,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
NE03,neurological,CRITICAL,sudden one-sided weakness,,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D114 dropped (collapsed into EX34): ""une faiblesse soudaine d'un cote du corps"". Recorded so the drop is visible, not silent.",,,
NE04,neurological,CRITICAL,sudden difficulty speaking,,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,INHERITED — restate in French terms during the domain pass,
NE04,neurological,CRITICAL,sudden difficulty speaking,,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D116 dropped (collapsed into EX35): 'une difficulte soudaine a parler'. Recorded so the drop is visible, not silent.",,,
NE05,neurological,URGENT,severe headache with vomiting and photophobia,BEC Module 5: altered mental status (meningitis differential),first,yes,,utterance,,"J'ai un violent mal de tete, je vomis et la lumiere me fait mal aux yeux.",new_draft,medium,ok,"DRAFTED TO THE GLOSS AND FLAGGED HARD, which is what English did — but the flag has since got worse and this note is the current statement of it. English named NE05 a CONTENT gap rather than a wording gap: the Kinyarwanda was short a sign because 'urumuri' for light was unattested, so English filling it made the two languages describe different presentations under one id. The speaker has since AUTHORED the row — 'Mfite ikibazo ku mutwe kandi kirimo guterwa n'urumuri.' — and it is short in two ways, not one: it frames the light as the CAUSE of the headache rather than as something that hurts the eyes, and it does not mention vomiting at all. Session-state records both and asks whether the gloss should move to the phrase. Until that is ruled, French follows the gloss and the anchor, as English does, and this row moves if the gloss moves.",3,"Three signs in one sentence, and the row is flagged for a clinician separately. Confirm 'la lumiere me fait mal aux yeux' is the ordinary way to say photophobia.",,,,"draft D118 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,INHERITED — restate in French terms during the domain pass,
NE05,neurological,URGENT,severe headache with vomiting and photophobia,BEC Module 5: altered mental status (meningitis differential),third,yes,,utterance,ALL_RELATIONS,"{REL} a un violent mal de tete, vomit et ne supporte pas la lumiere.",new_draft,medium,ok,The Kinyarwanda third is not authored. Same divergence flag as the first.,3,Same.,,,,,machine_reviewed,,
NE06,neurological,URGENT,new confusion today,BEC Module 5: altered mental status,first,yes,,utterance,,"confus depuis ce matin, des propos incoherents",sheet_draft,unreviewed,,"HELD, CARRYING A RULING THE ENGLISH ARM MADE RATHER THAN ONE THE SPINE CARRIES. The spine has this row applies=yes, unheld and unauthored; the hold is the English pass's, on the clinical question of whether a patient who can accurately report new confusion is meaningfully confused. That question is about the concept, not about a language, so it transfers to French unchanged and the hold is applied here too. Sheet draft D120 ('confus depuis ce matin, des propos incoherents') is left in place as the record — and it is separately an FR-1 defect, opening on a masculine participle.",,,opens with 'confus' — a participle agreeing with an unstated subject,,,"draft D120 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",,INHERITED — restate in French terms during the domain pass,yes
NE06,neurological,URGENT,new confusion today,BEC Module 5: altered mental status,third,yes,,utterance,ALL_RELATIONS,{REL} n'a plus les idees claires depuis ce matin et tient des propos incoherents.,new_draft,medium,ok,"Drafted while the first is held: an observer reporting confusion has none of the first person's problem, the HT03 and CC01/CC02 split. FR-1: 'confus' inflects and cannot sit in a {REL} phrase, so the idiom carries it, as at HT03 and CC02. Carries its own time expression ('depuis ce matin'), which the ONSET slot also supplies — section 9 territory, and the English row has it too.",4,"Same 'idees claires' idiom, and this row also carries its own time expression ('depuis ce matin') that the ONSET slot duplicates.",,,,,machine_reviewed,,
NE07,neurological,URGENT,repeated fainting,BEC Module 4: shock / Module 5: altered mental status,first,yes,,utterance,,J'ai eu plusieurs evanouissements.,new_draft,medium,ok,"FR-1: 'je me suis evanoui plusieurs fois' is masculine, so the noun 'evanouissements' carries it. Sheet draft D122 was already noun-based and only needed the verb. Among the shortest phrases in the inventory and on the grouping watch list; measured clean.",4,"FR-1: 'je me suis evanoui' is masculine, so the noun carries it. Confirm 'J'ai eu plusieurs evanouissements' is patient register rather than clinical.",,,,"draft D122 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
NE07,neurological,URGENT,repeated fainting,BEC Module 4: shock / Module 5: altered mental status,third,yes,,utterance,ALL_RELATIONS,{REL} a eu plusieurs evanouissements.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
NE08,neurological,ROUTINE,intermittent mild headache,,first,no,,utterance,,,,,,,,,,,,applies=no inherited from the Kinyarwanda brief,,,
NE08,neurological,ROUTINE,intermittent mild headache,,third,no,,utterance,ALL_RELATIONS,,dropped,,,,,,,,,"applies=no inherited from the Kinyarwanda brief | draft D124 dropped (collapsed into EX36): 'un mal de tete leger qui va et vient'. Recorded so the drop is visible, not silent.",,,
EX38,obstetric,CRITICAL,,,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,"Je suis enceinte, j'ai tres mal au ventre et je saigne.",new_draft,medium,unverified: no gloss,"v1 French was 'de fortes douleurs au ventre pendant la grossesse avec saignement', which CONTAINED EX14's v1 candidate word for word — the grouping check reported it on the first run of this brief. Both rows have since been redrafted and the containment is gone. In Kinyarwanda EX14's third is an ordered subsequence of this row; French inherits neither direction.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX38,obstetric,CRITICAL,,,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,"{REL} est enceinte, elle a tres mal au ventre et elle saigne.",new_draft,medium,unverified: no gloss,"'elle' IS AVAILABLE HERE AND NOWHERE ELSE IN THE CORPUS. OBSTETRIC_RELATIONS is uniformly feminine once 'Ma voisine' resolves the neighbour, so a feminine pronoun is correct for all four expansions. This is the same affordance English described — the one place a language can express a restriction Kinyarwanda can only imply — and French gets it twice over, at the relation noun and at the pronoun.",4,"The obstetric 'elle'. OBSTETRIC_RELATIONS is uniformly feminine once 'Ma voisine' resolves the neighbour, so 'elle' is correct for all four. Confirm that 'Ma voisine' is the right resolution of the speaker's gender-neutral 'Umuturanyi wanjye' and not a narrowing of their ruling. This one question governs every obstetric third person.",,,,,machine_reviewed,,
EX39,obstetric,CRITICAL,,,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,J'ai accouche et maintenant je saigne beaucoup.,new_draft,medium,unverified: no gloss,"v1 'un saignement important apres l'accouchement' as an utterance, following 'ndava amaraso menshi nyuma yo kubyara'. 'accouche' follows 'avoir' with the object after it, so it is invariable.",4,,,,,"v1 corpus string at this position, carried as a CANDIDATE. It is currently a noun_phrase rendered after a subject; as an utterance it needs the subject folded in.",machine_reviewed,,
EX39,obstetric,CRITICAL,,,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} a accouche et maintenant elle saigne beaucoup.,new_draft,medium,unverified: no gloss,"Checked against EX18, which is the other heavy-bleeding row: neither contains the other.",4,,,,,,machine_reviewed,,
OB01,obstetric,CRITICAL,convulsion in pregnancy (eclampsia),MCPC: eclampsia / convulsions in pregnancy,first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,Je suis enceinte et j'ai fait une crise.,new_draft,medium,ok,"Sheet draft D004 was 'des convulsions pendant la grossesse' — a noun phrase with no speaker. Follows 'Ndatwite kandi nagagaye.' 'fait' is invariable with the object after it, and 'enceinte' is correct rather than an FR-1 defect.",4,,,,,"draft D004 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
OB01,obstetric,CRITICAL,convulsion in pregnancy (eclampsia),MCPC: eclampsia / convulsions in pregnancy,third,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,OBSTETRIC_RELATIONS,{REL} est enceinte et elle a fait une crise.,new_draft,medium,ok,,4,,,,,,machine_reviewed,,
OB02,obstetric,CRITICAL,severe headache with blurred vision in pregnancy,"MCPC: severe pre-eclampsia (headache, visual disturbance)",first,yes,"first = the pregnant woman; third = husband, mother or neighbour reporting",utterance,,"Je suis enceinte, j'ai tres mal a la tete et je ne vois pas bien.",new_draft,medium,ok,"Sheet draft D008 was 'un mal de tete violent avec une vue trouble enceinte', where 'enceinte' dangles at the end with nothing to attach to. Rebuilt as an utterance following the speaker's clause order.",4,,,,,"draft D008 from phrase_review_sheet.csv, Claude 2026-08-31, never reviewed",machine_reviewed,,
